lex,sp,gloss,voc_lex
>TWN/,subs,furnace,אַתּוּן
NWR/,subs,fire,נוּר
JQD[,verb,burn,יקד
QRB[,verb,approach,קרב
>KL[,verb,eat,אכל
QRY/,subs,piece,קְרַץ
JHWDJ/,adjv,Jew,יְהוּדָי
JT,prep,<nota accusativi>,יָת
>LK,prde,these,אִלֵּךְ
PLX[,verb,serve,פלח
RGZ/,subs,anger,רְגַז
XMH/,subs,wrath,חֲמָה
YD>,advb,really,צְדָא
<TJD/,adjv,ready,עֲתִיד
JZB[,verb,save,יזב
XCX[,verb,need,חשׁח
>NXN>,prps,we,אֲנַחְנָא
PTGM/,subs,word,פִּתְגָם
>ZH[,verb,heat,אזה
CB</,subs,seven,שְׁבַע
GBR=/,subs,strong man,גִּבָּר
KPT[,verb,bind,כפת
SRBL/,subs,trousers,סַרְבָּל
PVC/,subs,legging,פְּטַשׁ
KRBLH/,subs,hat,כַּרְבְּלָה
LBWC/,subs,garment,לְבוּשׁ
CBJB/,subs,flame,שְׁבִיב
TLT/,subs,three,תְּלָת
TWH[,verb,be amazed,תְּוַהּ
HDBR/,subs,companion,הַדָּבַר
H>,intj,behold,הָא
>RB</,subs,four,אַרְבַּע
HLK[,verb,go,הלך
XBL/,subs,damage,חֲבָל
DMH[,verb,resemble,דמה
<LJ/,adjv,highest,עִלָּי
GCM/,subs,body,גְּשֵׁם
F<R/,subs,hair,שְׂעַר
XRK[,verb,burn,חרך
RJX/,subs,smell,רֵיחַ
ML>K/,subs,angel,מַלְאַךְ
RXY[,verb,trust,רחץ
CLW/,subs,negligence,שָׁלוּ
CWH[,verb,be equal,שׁוה
NYL[,verb,save,נצל
YLX[,verb,prosper,צלח
CLM/,subs,well-being,שְׁלָם
FG>[,verb,be much,שׂגא
>T/,subs,sign,אָת
TMH/,subs,wonder,תְּמַהּ
CPR[,verb,please,שׁפר
CLVN/,subs,official,שָׁלְטָן
DR/,subs,generation,דָּר
CLH/,adjv,carefree,שְׁלֵה
R<NN/,adjv,flourishing,רַעְנַן
HJKL/,subs,palace,הֵיכַל
HRHR/,subs,imagining,הַרְהֹר
>XRJN,advb,at last,אָחֳרֵין
QDJC/,adjv,holy,קַדִּישׁ
>NS[,verb,subdue,אנס
>JLN/,subs,tree,אִילָן
TQP[,verb,be strong,תקף
MV>[,verb,come,מטא
XZWT/,subs,appearance,חֲזֹות
SWP/,subs,end,סֹוף
<PJ/,subs,foliage,עֳפִי
CPJR/,adjv,beautiful,שַׁפִּיר
>B=/,subs,fruit,אֵב
MZWN/,subs,food,מָזֹון
VLL[,verb,shelter,טלל
<NP/,subs,branch,עֲנַף
YPR/,subs,bird,צִפַּר
ZWN[,verb,feed,זון
<JR/,subs,angel,עִיר
NXT[,verb,come down,נחת
GDD[,verb,cut down,גדד
QYY[,verb,cut off,קצץ
NTR[,verb,drop,נתר
BDR[,verb,scatter,בדר
NWD[,verb,flee,נוד
<QR/,subs,offshoot,עִקַּר
CRC/,subs,root,שְׁרֹשׁ
>SWR/,subs,bond,אֱסוּר
DT>/,subs,vegetation,דֶּתֶא
VL/,subs,dew,טַל
YB<[,verb,wet,צבע
XLQ/,subs,share,חֲלָק
<FB/,subs,grass,עֲשַׂב
XLP[,verb,pass by,חלף
GZRH/,subs,decision,גְּזֵרָה
M>MR/,subs,word,מֵאמַר
C>LH/,subs,question,שְׁאֵלָה
YBH[,verb,desire,צבה
CPL/,adjv,low,שְׁפַל
CMM[,verb,be astonished,שׁמם
FN>[,verb,hate,שׂנא
<R/,subs,adversary,עָר
CKN[,verb,dwell,שׁכן
RBW/,subs,greatness,רְבוּ
VRD[,verb,drive out,טרד
TWR/,subs,ox,תֹּור
V<M[,verb,eat,טעם
QJM/,adjv,during,קַיָּם
MLK=/,subs,advise,מְלַךְ
XV>/,subs,sin,חֲטָא
YDQH/,subs,charity,צִדְקָה
PRQ[,verb,atone,פרק
<WJH/,subs,iniquity,עֲוָיָה
XNN[,verb,show mercy,חנן
<NH/,adjv,humble,עֲנֵה
>RKH/,subs,length,אַרְכָה
CLWH/,subs,happiness,שְׁלֵוָה
JRX/,subs,month,יְרַח
TRJN/,subs,two,תְּרֵין
<FR/,subs,ten,עֲשַׂר
D>,prde,this,דָּא
BNH[,verb,build,בנה
TQP=/,subs,strength,תְּקַף
HDR/,subs,glory,הֲדַר
<WD/,subs,still,עֹוד
PM/,subs,mouth,פֻּם
NCR/,subs,eagle,נְשַׁר
VPR/,subs,nail,טְפַר
<JN/,subs,eye,עַיִן
NVL[,verb,lift up,נטל
HDR[,verb,honour,הדר
XCB[,verb,consider,חשׁב
RBRBNJN/,subs,lords,רַבְרְבָנִין
TQN[,verb,be stable,תקן
JSP[,verb,add,יסף
RWM[,verb,be high,רום
M<BD/,subs,work,מַעֲבָד
>RX/,subs,way,אֲרַח
DJN/,subs,judgement,דִּין
GWH/,subs,arrogance,גֵּוָה
CPL[,verb,be low,שׁפל
BLC>YR/,nmpr,Belshazzar,בֵּלְשַׁאצַּר
LXM/,subs,meal,לְחֶם
>LP/,subs,thousand,אֲלַף
XMR/,subs,wine,חֲמַר
CTH[,verb,drink,שׁתה
M>N/,subs,vessel,מָאן
JRWCLM/,nmpr,Jerusalem,יְרוּשְׁלֶם
CGL/,subs,concubine,שֵׁגַל
LXNH/,subs,maid,לְחֵנָה
></,subs,wood,אָע
KTB[,verb,write,כתב
NBRCH/,subs,lamp,נֶבְרְשָׁה
GJR/,subs,plaster,גִּיר
KTL/,subs,wall,כְּתַל
PS/,subs,palm,פַּס
QVR/,subs,knot,קְטַר
XRY/,subs,hip,חֲרַץ
>RKBH/,subs,knee,אַרְכֻבָּה
NQC[,verb,knock,נקשׁ
KTB/,subs,writing,כְּתָב
>RGWN/,subs,purple,אַרְגְּוָן
LBC[,verb,wear,לבשׁ
HMNJK/,subs,necklace,הַמְנִיךְ
YW>R/,subs,neck,צַוַּאר
TLT=/,subs,triumvir,תְּלָת
CBC[,verb,branch off,שׁבשׁ
MLKH/,subs,queen,מַלְכָּה
MCT>/,subs,banquet,מִשְׁתֵּא
NHJRW/,subs,brilliance,נַהִירוּ
FKLTNW/,subs,insight,שָׂכְלְתָנוּ
PCR[,verb,interpret,פשׁר
>XJDH/,subs,riddle,אֲחִידָה
ZW<[,verb,tremble,זוע
ZJD[,verb,flow over,זיד
KRS>/,subs,throne,כָּרְסֵא
<RD/,subs,wild ass,עֲרָד
NCMH/,subs,breath,נִשְׁמָה
RCM[,verb,write,רשׁם
MN>/,subs,mina,מְנֵא
TQL/,subs,shekel,תְּקֵל
PRS=/,subs,half-shekel,פְּרֵס
CLM[,verb,be finished,שׁלם
TQL[,verb,weigh,תקל
M>ZN>/,subs,balance,מֹאזְנֵא
XSJR/,adjv,wanting,חַסִּיר
PRS[,verb,divide,פרס
MDJ/,nmpr,Media,מָדַי
PRS/,nmpr,Persia,פָּרַס
KRZ[,verb,proclaim,כרז
DRJWC/,nmpr,Darius,דָּרְיָוֶשׁ
MDJ=/,adjv,Median,מָדַי
CNH/,subs,year,שְׁנָה
M>H/,subs,hundred,מְאָה
<FRJN/,subs,twenty,עֶשְׂרִין
<L>,advb,above,עֵלָּא
SRK/,subs,high official,סָרַךְ
NZQ[,verb,suffer,נזק
NYX[,verb,shine,נצח
<CT[,verb,intend,עשׁת
<LH/,subs,pretext,עִלָּה
YD/,subs,side,צַד
RGC[,verb,tremble,רגשׁ
J<V[,verb,advise,יעט
QJM=/,subs,statute,קְיָם
>SR/,subs,inhibition,אֱסָר
B<W/,subs,request,בָּעוּ
TLTJN/,subs,thirty,תְּלָתִין
GB=/,subs,pit,גֹּב
>RJH/,subs,lion,אַרְיֵה
KWH/,subs,window,כַּוָּה
PTX[,verb,open,פתח
<LJ=/,subs,upper room,עִלִּי
NGD/,subs,toward,נֶגֶד
BRK=[,verb,kneel,ברך
BRK/,subs,knee,בְּרַךְ
YLH[,verb,pray,צלה
QDMH/,subs,former time,קַדְמָה
B>C[,verb,be evil,באשׁ
BL/,subs,mind,בָּל
M<L/,subs,entrance,מֶעַל
CMC/,subs,sun,שְׁמַשׁ
CDR[,verb,throw,שׁדר
TDJR/,subs,constantly,תְּדִיר
XTM[,verb,seal,חתם
<ZQH/,subs,seal ring,עִזְקָה
YBW/,subs,thing,צְבוּ
BJT[,verb,spend the night,בית
VWT,advb,fastingly,טְוָת
DXWH/,subs,<uncertain>,דַּחֲוָה
CNH=/,subs,sleep,שְׁנָה
NDD[,verb,flee,נדד
CPRPR/,subs,dawn,שְׁפַרְפָּר
NGH/,subs,dawn,נְגַהּ
<YJB/,adjv,sad,עֲצִיב
Z<Q[,verb,cry,זעק
MLL[,verb,speak,מלל
SGR[,verb,lock,סגר
ZKW/,subs,innocence,זָכוּ
>P,advb,also,אַף
XBWLH/,subs,harm,חֲבוּלָה
V>B[,verb,be good,טאב
NCJN/,subs,women,נְשִׁין
>R<J/,subs,bottom,אַרְעִי
GRM/,subs,bone,גְּרַם
KWRC/,nmpr,Cyrus,כֹּורֶשׁ
PRSJ/,adjv,Persian,פַּרְסָי
>RW,intj,behold,אֲרוּ
GWX[,verb,stir up,גוח
JM/,subs,sea,יַם
QDMJ/,adjv,first,קַדְמָי
GP/,subs,wing,גַּף
MRV[,verb,pluck out,מרט
TNJN/,adjv,second,תִּנְיָן
DB/,subs,bear,דֹּב
FVR/,subs,side,שְׂטַר
<L</,subs,rib,עֲלַע
BJN/,subs,between,בֵּין
CN/,subs,tooth,שֵׁן
NMR/,subs,panther,נְמַר
GB/,subs,side,גַּב
>JMTNJ/,adjv,terrible,אֵימְתָנִי
RPS[,verb,trample upon,רפס
FKL[,verb,consider,שׂכל
Z<JR/,adjv,small,זְעֵיר
<QR[,verb,pluck out,עקר
<TJQ/,adjv,old,עַתִּיק
JTB[,verb,sit,יתב
TLG/,subs,snow,תְּלַג
XWR/,adjv,white,חִוָּר
<MR/,subs,wool,עֲמַר
NQ>/,adjv,pure,נְקֵא
GLGL/,subs,wheel,גַּלְגַּל
DLQ[,verb,burn,דלק
NHR/,subs,river,נְהַר
NGD[,verb,flow,נגד
CMC[,verb,serve,שׁמשׁ
RBW=/,subs,myriad,רִבֹּו
SPR/,subs,book,סְפַר
JQDH/,subs,firebrand,יְקֵדָה
>C>/,subs,fire,אֶשָּׁא
XJJN/,subs,life,חַיִּין
<NN/,subs,cloud,עֲנָן
KRH[,verb,be sick,כרה
NDNH/,subs,sheath,נִדְנֶה
>NJN,prps,they,אִנִּין
<LJWN/,adjv,most high,עֶלְיֹון
XSN[,verb,possess,חסן
JYB[,verb,stand,יצב
XBRH/,subs,colleague,חַבְרָה
QRB/,subs,war,קְרָב
DWC[,verb,trample upon,דושׁ
BLH[,verb,wear out,בלה
SBR[,verb,intend,סבר
PLG/,subs,half,פְּלַג
CMD[,verb,exterminate,שׁמד
KH,advb,here,כָּה
LB/,subs,heart,לֵב
NVR[,verb,guard,נטר
BL>CYR/,nmpr,Belshazzar,בֵּלְאשַׁצַּר
>BL====/,subs,canal,אֻבָל
>WLJ=/,nmpr,Ulai,אוּלַי
YPJR/,subs,he-goat,צָפִיר
PLMNJ/,subs,a certain,פַּלְמֹנִי
GBRJ>L/,nmpr,Gabriel,גַּבְרִיאֵל
<MD=/,subs,place,עֹמֶד
J<P=/,subs,<uncertain>,יְעָף
XTK[,verb,be determined,חתך
XRWY===/,subs,moat,חָרוּץ
YWQ/,subs,oppression,צֹוק
HJK,inrg,how,הֵיךְ
RCM[,verb,inscribe,רשׁם
MDJ=/,adjv,Mede,מָדִי
MMCL/,subs,dominion,מִמְשָׁל
HDR=/,subs,dignity,הֶדֶר
MR<=/,subs,evil deed,מֵרַע
MKMNJM/,subs,hidden treasures,מִכְמַנִּים
>PDN/,subs,royal tent,אַפֶּדֶן
ZHR=[,verb,shine,זהר
MTRDT/,nmpr,Mithredath,מִתְרְדָת
GZBR/,subs,treasurer,גִּזְבָּר
CCBYR/,nmpr,Sheshbazzar,שֵׁשְׁבַּצַּר
>GRVL/,subs,basket,אֲגַרְטָל
MXLP/,subs,disease,מַחֲלָף
KPWR=/,subs,bowl,כְּפֹור
JCW</,nmpr,Jeshua,יֵשׁוּעַ
NXMJH/,nmpr,Nehemiah,נְחֶמְיָה
R<LJH/,nmpr,Reelaiah,רְעֵלָיָה
BLCN/,nmpr,Bilshan,בִּלְשָׁן
MSPR=/,nmpr,Mispar,מִסְפָּר
BGWJ/,nmpr,Bigvai,בִּגְוַי
RXWM=/,nmpr,Rehum,רְחוּם
PR<C=/,nmpr,Parosh,פַּרְעֹשׁ
>RX=/,nmpr,Arah,אָרַח
PXT_MW>B/,nmpr,Pahath-Moab,פַּחַת מֹואָב
ZTW>/,nmpr,Zattu,זַתּוּא
ZKJ/,nmpr,Zaccai,זַכָּי
BBJ/,nmpr,Bebai,בֵּבַי
<ZGD/,nmpr,Azgad,עַזְגָּד
>DNJQM/,nmpr,Adonikam,אֲדֹנִיקָם
<DJN=/,nmpr,Adin,עָדִין
>VR=/,nmpr,Ater,אָטֵר
BYJ/,nmpr,Bezai,בֵּצָי
JWRH=/,nmpr,Jorah,יֹורָה
XCM==/,nmpr,Hashum,חָשֻׁם
GBR==/,nmpr,Gibbar,גִּבָּר
NVPH=/,nmpr,Netophah,נְטֹפָה
MKMS/,nmpr,Micmash,מִכְמָס
MGBJC/,nmpr,Magbish,מַגְבִּישׁ
XRM==/,nmpr,Harim,חָרִם
LD/,nmpr,Lod,לֹד
XDJD/,nmpr,Hadid,חָדִיד
>WNW/,nmpr,Ono,אֹונֹו
SN>H/,nmpr,Senaah,סְנָאָה
QDMJ>L/,nmpr,Kadmiel,קַדְמִיאֵל
HWDWJH/,nmpr,Hodaviah,הֹודַוְיָה
VLMWN/,nmpr,Talmon,טַלְמֹון
<QWB/,nmpr,Akkub,עַקּוּב
XVJV>/,nmpr,Hatita,חֲטִיטָא
CBJ==/,nmpr,Shobai,שֹׁבָי
NTJN/,subs,temple slave,נָתִין
YJX>/,nmpr,Ziha,צִיחָא
XFWP>/,nmpr,Hasupha,חֲשׂוּפָא
VB<WT/,nmpr,Tabbaoth,טַבָּעֹות
QJRS/,nmpr,Keros,קֵירֹס
SJ<>/,nmpr,Sia,סִיעָא
PDWN/,nmpr,Padon,פָּדֹון
LBNH=====/,nmpr,Lebanah,לְבָנָה
XGBH/,nmpr,Hagabah,חֲגָבָה
XGB=/,nmpr,Hagab,חָגָב
CLMJ==/,nmpr,Shalmai,שַׁלְמָי
GDL===/,nmpr,Giddel,גִּדֵּל
GXR/,nmpr,Gahar,גַּחַר
R>JH/,nmpr,Reaiah,רְאָיָה
NQWD>/,nmpr,Nekoda,נְקֹודָא
GZM=/,nmpr,Gazzam,גַּזָּם
PSX==/,nmpr,Paseah,פָּסֵחַ
BSJ/,nmpr,Besai,בֵּסַי
>SNH/,nmpr,Asnah,אַסְנָה
M<WNJ/,adjv,Meunite,מעוני֜
NPWSJM/,nmpr,Nephussim,נְפוּסִים
BQBWQ/,nmpr,Bakbuk,בַּקְבּוּק
XQWP>/,nmpr,Hakupha,חֲקוּפָא
XRXWR/,nmpr,Harhur,חַרְחוּר
BYLWT/,nmpr,Bazluth,בַּצְלוּת
MXJD>/,nmpr,Mehida,מְחִידָא
XRC>/,nmpr,Harsha,חַרְשָׁא
BRQWS/,nmpr,Barkos,בַּרְקֹוס
TMX/,nmpr,Temah,תָּמַח
NYJX/,nmpr,Neziah,נְצִיחַ
XVJP>/,nmpr,Hatipha,חֲטִיפָא
SWVJ/,nmpr,Sotai,סֹוטַי
SPRT/,subs,function of scribe,סֹפֶרֶת
PRWD>/,nmpr,Peruda,פְּרוּדָא
J<LH=/,nmpr,Jaala,יַעְלָה
DRQWN/,nmpr,Darkon,דַּרְקֹון
XVJL/,nmpr,Hattil,חַטִּיל
PKRT_HYBJJM/,nmpr,Pokereth-Hazzebaim,פֹּכֶרֶת הַצְּבָיִים
>MJ/,nmpr,Ami,אָמִי
TL_MLX/,nmpr,Tel Melah,תֵּל מֶלַח
TL_XRC>/,nmpr,Tel Harsha,תֵּל חַרְשָׁא
KRWB=/,nmpr,Kerub,כְּרוּב
>DN=/,nmpr,Addon,אַדָּן
DLJH/,nmpr,Delaiah,דְּלָיָה
XBJH/,nmpr,Hobaiah,חֳבַיָּה
QWY==/,nmpr,Koz,קֹוץ
JXF[,verb,register,יחשׂ
TRCT>/,subs,governor,תִּרְשָׁתָא
DRKMNJM/,subs,drachmas,דַּרְכְּמֹנִים
JWYDQ/,nmpr,Jozadak,יֹוצָדָק
RCJWN/,subs,permission,רִשְׁיֹון
XNDD/,nmpr,Henadad,חֵנָדָד
MYLTJM/,subs,cymbals,מְצִלְתַּיִם
SKR=[,verb,hire,סכר
FVNH/,subs,accusation,שִׂטְנָה
>RTXCFT>/,nmpr,Artaxerxes,אַרְתַּחְשַׁשְׂתָּא
BCLM/,nmpr,Bishlam,בִּשְׁלָם
KNT/,subs,companion,כְּנָת
NCTWN/,subs,letter,נִשְׁתְּוָן
TRGM[,verb,interpret,תרגם
RXWM/,nmpr,Rehum,רְחוּם
B<L/,subs,master,בְּעֵל
CMCJ/,nmpr,Shimshai,שִׁמְשַׁי
SPR=/,subs,scribe,סָפַר
>GRH/,subs,letter,אִגְּרָה
>RTXCFT>/,nmpr,Artaxerxes,אַרְתַּחְשַׁשְׂתְּא
KNM>,advb,thus,כְּנֵמָא
KNT/,subs,colleague,כְּנָת
DJNJ/,adjv,<uncertain>,דִּינָי
>PRSTKJ/,subs,<uncertain>,אֲפַרְסַתְכָי
VRPLJ/,subs,<unknown>,טַרְפְּלָי
>PRSJ/,subs,<uncertain>,אֲפָרְסָי
>RKWJ/,adjv,Erechite,אַרְכְּוָי
BBLJ/,adjv,Babylonian,בָּבְלָי
CWCNKJ/,adjv,man from Susa,שׁוּשַׁנְכָי
DHJ/,adjv,Dehite,דֶּהָי
<LMJ/,adjv,Elamite,עֵלָמִי
>SNPR/,nmpr,Assurbanipal,אָסְנַפַּר
HMW,prps,they,הִמֹּו
QRJH/,subs,city,קִרְיָה
CMRJN/,nmpr,Samaria,שָׁמְרָיִן
<BR/,subs,opposite bank,עֲבַר
K<NT,advb,now,כְּעֶנֶת
PRCGN/,subs,copy,פַּרְשֶׁגֶן
LWT,prep,with,לְוָת
MRD=/,adjv,rebellious,מָרָד
B>JC/,adjv,bad,בִּאישׁ
CWR/,subs,wall,שׁוּר
KLL[,verb,finish,כלל
>C/,subs,foundation,אֹשׁ
JXV[,verb,dig,יחט
DK=,prde,that,דָּךְ
MDH/,subs,tax,מִדָּה
BLW/,subs,tribute,בְּלֹו
HLK/,subs,tax,הֲלָךְ
>PTM/,subs,<uncertain>,אַפְּתֹם
MLX/,subs,salt,מְלַח
MLX[,verb,eat salt,מלח
<RWH/,subs,nakedness,עַרְוָה
>RJK/,adjv,fitting,אֲרִיךְ
BQR[,verb,search,בקר
DKRN/,subs,memorandum,דָּכְרָן
>CTDWR/,subs,revolt,אֶשְׁתַּדּוּר
XRB[,verb,destroy,חרב
K<T,advb,now,כְּעֶת
NCTWN/,subs,decree,נִשְׁתְּוָן
PRC[,verb,interpret,פרשׁ
MRD/,subs,rebellion,מְרַד
BVL[,verb,be idle,בטל
ZHJR/,adjv,cautious,זְהִיר
BHJLW/,subs,haste,בְּהִילוּ
>DR</,subs,arm,אֶדְרָע
NB>[,verb,prophesy,נבא
XGJ/,nmpr,Haggai,חַגַּי
NBJ>/,subs,prophet,נְבִיא
ZKRJH/,nmpr,Zechariah,זְכַרְיָה
<DW>/,nmpr,Iddo,עִדֹּוא
JFR>L/,nmpr,Israel,יִשְׂרָאֵל
ZRBBL/,nmpr,Zerubbabel,זְרֻבָּבֶל
C>LTJ>L/,nmpr,Shealtiel,שְׁאַלְתִּיאֵל
JCW</,nmpr,Jeshua,יֵשׁוּעַ
JWYDQ/,nmpr,Jozadak,יֹוצָדָק
S<D[,verb,support,סעד
TTNJ/,nmpr,Tattenai,תַּתְּנַי
CTR_BWZNJ/,nmpr,Shethar-Bozenai,שְׁתַר בֹּוזְנַי
>CRN/,subs,<uncertain>,אשׁרן
BNJN/,subs,building,בִּנְיָן
FB/,subs,elder,שָׂב
>PRSKJ/,subs,<uncertain>,אֲפַרְסְכָי
GLL/,subs,<uncertain>,גְּלָל
>SPRN>,advb,exactly,אָסְפַּרְנָא
RGZ[,verb,be angry,רגז
STR=[,verb,demolish,סתר
JBL[,verb,bring,יבל
CCBYR/,nmpr,Sheshbazzar,שֵׁשְׁבַּצַּר
>L=,prde,these,אֵל
DK,prde,that,דֵּךְ
GNZ/,subs,treasure,גְּנַז
TMH,advb,there,תַּמָּה
R<W/,subs,will,רְעוּ
>XMT>/,nmpr,Ecbatana,אַחְמְתָא
BJRH/,subs,fortified place,בִּירָה
MGLH/,subs,scroll,מְגִלָּה
DKRWN/,subs,memorandum,דִּכְרֹון
DBX[,verb,sacrifice,דבח
DBX/,subs,sacrifice,דְּבַח
SBL[,verb,carry,סבל
NDBK/,subs,layer,נִדְבָּךְ
XDT/,adjv,new,חֲדַת
NPQH/,subs,expenses,נִפְקָה
RXJQ/,adjv,far,רַחִיק
NKS/,subs,possession,נְכַס
XCXH/,subs,need,חַשְׁחָה
DKR/,subs,ram,דְּכַר
>MR/,subs,lamb,אִמַּר
<LWH/,subs,sacrifice,עַלְוָה
XNVH/,subs,wheat,חִנְטָה
MCX/,subs,oil,מְשַׁח
KHN/,subs,priest,כָּהֵן
NSX[,verb,pull out,נסח
ZQP[,verb,erect,זקף
MGR[,verb,fall,מגר
NBW>H/,subs,prophecy,נְבוּאָה
JY>[,verb,go out,יצא
>DR/,nmpr,Adar,אֲדָר
LWJ/,adjv,Levite,לֵוָי
XDWH/,subs,joy,חֶדְוָה
YPJR/,subs,he-goat,צְפִיר
<Z/,subs,goat,עֵז
XV>H/,subs,sin-offering,חַטָּאָה
MNJN/,subs,number,מִנְיָן
CBV/,subs,tribe,שְׁבַט
PLGH/,subs,division,פְּלֻגָּה
MXLQH/,subs,division,מַחְלְקָה
MCH/,nmpr,Moses,מֹשֶׁה
>RTXCST>/,nmpr,Artaxerxes,אַרְתַּחְשַׁסְתְּא
<ZR>/,nmpr,Ezra,עֶזְרָא
MRJWT/,nmpr,Meraioth,מְרָיֹות
ZRXJH/,nmpr,Zerahiah,זְרַחְיָה
<ZJ/,nmpr,Uzzi,עֻזִּי
>BJCW</,nmpr,Abishua,אֲבִישׁוּעַ
JSD/,subs,establishment,יְסֻד
PRCGN/,subs,copy,פַּרְשֶׁגֶן
<ZR>/,nmpr,Ezra,עֶזְרָא
GMR[,verb,bring to an end,גמר
NDB[,verb,be willing,נדב
MCKN/,subs,abode,מִשְׁכַּן
QNH[,verb,buy,קנה
NSK/,subs,libation,נְסַךְ
MDBX/,subs,altar,מַדְבַּח
>X/,subs,brother,אַח
JVB[,verb,be good,יטב
PLXN/,subs,service,פָּלְחָן
XCXW/,subs,need,חַשְׁחוּ
GZBR/,subs,treasurer,גִּזְבַּר
KKR/,subs,talent,כַּכַּר
KR/,subs,kor,כֹּר
BT/,subs,bath,בַּת
>DRZD>,advb,with zeal,אַדְרַזְדָּא
QYP/,subs,wrath,קְצַף
ZMR=/,subs,musician,זַמָּר
TR<=/,subs,door-keeper,תָּרָע
NTJN/,subs,temple servant,נְתִין
CPV[,verb,judge,שׁפט
DJN=/,subs,judge,דַּיָּן
DJN[,verb,judge,דין
MWT/,subs,death,מֹות
CRCJ/,subs,banishment,שְׁרֹשִׁי
<NC/,subs,fine,עֲנָשׁ
XVWC/,nmpr,Hattush,חַטּוּשׁ
CKNJH/,nmpr,Shecaniah,שְׁכַנְיָה
>LJHW<JNJ/,nmpr,Eliehoenai,אֶלְיְהֹועֵינַי
JXZJ>L/,nmpr,Jahaziel,יַחֲזִיאֵל
JC<JH/,nmpr,Jeshaiah,יְשַׁעְיָה
ZBDJH/,nmpr,Zebadiah,זְבַדְיָה
JXJ>L/,nmpr,Jehiel,יְחִיאֵל
JWSPJH/,nmpr,Josiphiah,יֹוסִפְיָה
QVN===/,nmpr,Hakkatan,קָטָן
J<J>L/,nmpr,Jeiel,יְעִיאֵל
<WTJ/,nmpr,Uthai,עוּתַי
>HW>/,nmpr,Ahava,אַהֲוָא
JRJB=/,nmpr,Jarib,יָרִיב
JWJRJB/,nmpr,Joiarib,יֹויָרִיב
>DW/,nmpr,Iddo,אִדֹּו
KSPJ>/,nmpr,Casiphia,כָּסִפְיָא
CRBJH/,nmpr,Sherebiah,שֵׁרֵבְיָה
XCBJH/,nmpr,Hashabiah,חֲשַׁבְיָה
>DRKWN/,subs,<currency unit>,אֲדַרְכֹּון
YHB[,verb,gleam,צהב
MRMWT/,nmpr,Meremoth,מְרֵמֹות
NW<DJH/,nmpr,Noadiah,נֹועַדְיָה
BNWJ/,nmpr,Binnui,בִּנּוּי
T<NJT/,subs,humiliation,תַּעֲנִית
<BDT/,subs,servitude,עַבְדֻת
BKH/,subs,weeping,בֶּכֶה
JHWXNN/,nmpr,Jehohanan,יְהֹוחָנָן
>LJCJB/,nmpr,Eliashib,אֶלְיָשִׁיב
ZMN[,verb,appoint,זמן
JXZJH/,nmpr,Jahzeiah,יַחְזְיָה
CBTJ/,nmpr,Shabbethai,שַׁבְּתַי
>LJW<JNJ/,nmpr,Elioenai,אֶלְיֹועֵינַי
QLJH/,nmpr,Kelaiah,קֵלָיָה
QLJV>/,nmpr,Kelita,קְלִיטָא
PTXJH/,nmpr,Pethahiah,פְּתַחְיָה
VLM=/,nmpr,Telem,טֶלֶם
RMJH==/,nmpr,Ramiah,רַמְיָה
JZJH/,nmpr,Izziah,יִזִּיָּה
MJMN/,nmpr,Mijamin,מִיָּמִן
<BDJ/,nmpr,Abdi,עַבְדִּי
JRMWT=/,nmpr,Jeremoth,יְרֵמֹות
ZBD=/,nmpr,Zabad,זָבָד
<ZJZ>/,nmpr,Aziza,עֲזִיזָא
ZBJ/,nmpr,Zabbai,זַבַּי
<TLJ/,nmpr,Athlai,עַתְלָי
MLWK/,nmpr,Malluch,מַלּוּךְ
C>L/,nmpr,Sheal,שְׁאָל
RMWT=/,nmpr,Jeremoth,רָמֹות
<DN>/,nmpr,Adna,עַדְנָא
KLL/,nmpr,Kelal,כְּלָל
JCJH/,nmpr,Ishijah,יִשִּׁיָּה
CMRJH/,nmpr,Shemariah,שְׁמַרְיָה
MTNJ=/,nmpr,Mattenai,מַתְּנַי
MTTH/,nmpr,Mattattah,מַתַּתָּה
JRMJ/,nmpr,Jeremai,יְרֵמַי
M<DJ/,nmpr,Maadai,מַעֲדַי
>W>L/,nmpr,Uel,אוּאֵל
BDJH/,nmpr,Bedeiah,בֵּדְיָה
KLHW/,nmpr,Keluhi,כְּלֻהוּ
WNJH/,nmpr,Vaniah,וַנְיָה
J<FJ/,nmpr,Jaasu,יַעֲשַׂי
MKNDBJ/,nmpr,Macnadebai,מַכְנַדְבַי
CCJ==/,nmpr,Shashai,שָׁשַׁי
CRJ/,nmpr,Sharai,שָׁרַי
<ZR>L/,nmpr,Azarel,עֲזַרְאֵל
MTTJH/,nmpr,Mattithiah,מַתִּתְיָה
ZBJN>/,nmpr,Zebina,זְבִינָא
JDJ/,nmpr,Jaddai,יַדַּי
XKLJH/,nmpr,Hacaliah,חֲכַלְיָה
QCB==/,adjv,attentive,קַשָּׁב
SNBLV/,nmpr,Sanballat,סַנְבַלַּט
XRNJ/,adjv,Horonite,חֹרֹנִי
<JN_HTNJN/,nmpr,the Jackal Well,עֵין הַתַּנִּין
GCM=/,nmpr,Geshem,גֶּשֶׁם
<RBJ/,adjv,Arab,עַרְבִי
M>H=/,nmpr,the Hundred,מֵאָה
>MRJ=/,nmpr,Imri,אִמְרִי
